Greenhouse_Gas_Source_And_Sink_Categors,Sheet,State,Year,value
C.  Metal industry,New South Western Australiales,New South Wales,1999,10369.39067
C.  Rice cultivation,New South Western Australiales,New South Wales,1999,658.4816
C. Grassland,New South Western Australiales,New South Wales,1999,1807.160387
D.  Agricultural soils,New South Western Australiales,New South Wales,1999,2972.458665
D.  Non-energy products from fuels and solveNorthern Territory use,New South Western Australiales,New South Wales,1999,63.9857967
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,New South Western Australiales,New South Wales,1999,1521.668918
D. Wetland,New South Western Australiales,New South Wales,1999,574.1416193
Direct emissions from forest clearing,New South Western Australiales,New South Wales,1999,8608.236475
E. SettlemeNorthern Territorys,New South Western Australiales,New South Wales,1999,661.9663836
Emissions from post-clearing land uses,New South Western Australiales,New South Wales,1999,4236.391275
F.  Fld burning of agricultural residues,New South Western Australiales,New South Wales,1999,262.3784985
F.  Product uses as ODS substitutes,New South Western Australiales,New South Wales,1999,306.4378757
Forest converted to other land uses,New South Western Australiales,New South Wales,1999,12844.62775
G.  Other product manufAustralian Capital Territoryure and use,New South Western Australiales,New South Wales,1999,72.55313868
G. Harvested Wood Products,New South Western Australiales,New South Wales,1999,-1721.186225
G. Liming,New South Western Australiales,New South Wales,1999,168.7395671
H. Urea application,New South Western Australiales,New South Wales,1999,166.8737495
PlaNorthern Territoryations and Natural Regeneration,New South Western Australiales,New South Wales,1999,-1437.500364
Regrowth on deforested land,New South Western Australiales,New South Wales,1999,-2663.42762
Total (net emissions),New South Western Australiales,New South Wales,1999,140336.5767
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",New South Western Australiales,New South Wales,1999,140336.5767
1.  Cropland remaining cropland,New South Western Australiales,New South Wales,2000,-394.7854686
1.  Energy industrs,New South Western Australiales,New South Wales,2000,57161.34062
1.  Forest land remaining forest land,New South Western Australiales,New South Wales,2000,-3277.827566
1.  Grassland remaining grassland,New South Western Australiales,New South Wales,2000,-6409.188373
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,New South Western Australiales,New South Wales,2000,-6.301357793
1.  Solid fuels,New South Western Australiales,New South Wales,2000,20005.45786
1.  Wetland remaining wetland,New South Western Australiales,New South Wales,2000,553.7188096
1. Energy,New South Western Australiales,New South Wales,2000,113230.4274
2.  Industrial Processes,New South Western Australiales,New South Wales,2000,12907.62802
2.  La nd converted to grassland,New South Western Australiales,New South Wales,2000,12389.68981
2.  Land converted to cropland,New South Western Australiales,New South Wales,2000,1032.831521
2.  Land converted to forest land,New South Western Australiales,New South Wales,2000,-4867.785842
2.  Land converted to settlemeNorthern Territorys,New South Western Australiales,New South Wales,2000,804.6409699
2.  Land converted to wetland,New South Western Australiales,New South Wales,2000,23.7725892
2.  ManufAustralian Capital Territoryuring industrs and construction,New South Western Australiales,New South Wales,2000,8526.014937
2.  Oil and natural gas and other emissions from energy production,New South Western Australiales,New South Wales,2000,1050.058541
3.  Agriculture,New South Western Australiales,New South Wales,2000,24662.49234
3.  Transport,New South Western Australiales,New South Wales,2000,22179.65334
4.  Other sectors,New South Western Australiales,New South Wales,2000,4307.902113
"4. Land Use, Land-Use Change and Forestry",New South Western Australiales,New South Wales,2000,-2395.215582
5.  Western Australiaste,New South Western Australiales,New South Wales,2000,6498.004652
A.  ENorthern Territoryeric fermeNorthern Territoryation,New South Western Australiales,New South Wales,2000,18593.71889
A.  Mineral industry,New South Western Australiales,New South Wales,2000,1801.400437
A.  Solid Western Australiaste dispoSouth Australial,New South Western Australiales,New South Wales,2000,4946.934217
A. Forest Land,New South Western Australiales,New South Wales,2000,-8145.613408
A. Fuel combustion (sectoral approach),New South Western Australiales,New South Wales,2000,92174.91101
B.  Biological treatmeNorthern Territory of solid Western Australiaste,New South Western Australiales,New South Wales,2000,35.21255395
B.  Manure managemeNorthern Territory,New South Western Australiales,New South Wales,2000,1602.800483
B. Cropland,New South Western Australiales,New South Wales,2000,638.0460526
B. Fugitive emissions from fuels,New South Western Australiales,New South Wales,2000,21055.5164
C.  Incineration and open burning of Western Australiaste,New South Western Australiales,New South Wales,2000,3.390286234
C.  Metal industry,New South Western Australiales,New South Wales,2000,9536.515692
C.  Rice cultivation,New South Western Australiales,New South Wales,2000,582.8452
C. Grassland,New South Western Australiales,New South Wales,2000,5980.501432
D.  Agricultural soils,New South Western Australiales,New South Wales,2000,3235.640995
D.  Non-energy products from fuels and solveNorthern Territory use,New South Western Australiales,New South Wales,2000,66.93898734
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,New South Western Australiales,New South Wales,2000,1512.467595
D. Wetland,New South Western Australiales,New South Wales,2000,577.4913988
Direct emissions from forest clearing,New South Western Australiales,New South Wales,2000,9548.965223
E. SettlemeNorthern Territorys,New South Western Australiales,New South Wales,2000,798.3396121
Emissions from post-clearing land uses,New South Western Australiales,New South Wales,2000,4496.814574
F.  Fld burning of agricultural residues,New South Western Australiales,New South Wales,2000,253.8553118
F.  Product uses as ODS substitutes,New South Western Australiales,New South Wales,2000,389.5320032
Forest converted to other land uses,New South Western Australiales,New South Wales,2000,14045.7798
G.  Other product manufAustralian Capital Territoryure and use,New South Western Australiales,New South Wales,2000,73.33563458
G. Harvested Wood Products,New South Western Australiales,New South Wales,2000,-2243.98067
G. Liming,New South Western Australiales,New South Wales,2000,190.8311705
H. Urea application,New South Western Australiales,New South Wales,2000,202.8002911
PlaNorthern Territoryations and Natural Regeneration,New South Western Australiales,New South Wales,2000,-2027.473258
Regrowth on deforested land,New South Western Australiales,New South Wales,2000,-2840.312584
Total (net emissions),New South Western Australiales,New South Wales,2000,154903.3368
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",New South Western Australiales,New South Wales,2000,154903.3368
1.  Cropland remaining cropland,New South Western Australiales,New South Wales,2001,498.1057177
1.  Energy industrs,New South Western Australiales,New South Wales,2001,60050.72991
1.  Forest land remaining forest land,New South Western Australiales,New South Wales,2001,-5212.653192
1.  Grassland remaining grassland,New South Western Australiales,New South Wales,2001,-4304.136889
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,New South Western Australiales,New South Wales,2001,-5.446878481
1.  Solid fuels,New South Western Australiales,New South Wales,2001,19695.97492
1.  Wetland remaining wetland,New South Western Australiales,New South Wales,2001,533.4728365
1. Energy,New South Western Australiales,New South Wales,2001,116168.9087
2.  Industrial Processes,New South Western Australiales,New South Wales,2001,11609.45561
2.  La nd converted to grassland,New South Western Australiales,New South Wales,2001,12160.41063
2.  Land converted to cropland,New South Western Australiales,New South Wales,2001,998.3825974
2.  Land converted to forest land,New South Western Australiales,New South Wales,2001,-3857.07473
2.  Land converted to settlemeNorthern Territorys,New South Western Australiales,New South Wales,2001,554.9766267
2.  Land converted to wetland,New South Western Australiales,New South Wales,2001,20.86194158
2.  ManufAustralian Capital Territoryuring industrs and construction,New South Western Australiales,New South Wales,2001,8746.625919
2.  Oil and natural gas and other emissions from energy production,New South Western Australiales,New South Wales,2001,1026.406261
